X,Y,Z
2926450.5103301983,-699463.0880165092,-106.0704
2926450.5103301983,-698849.2640495292,-105.33380000000001
2926450.5103301983,-698235.4400825492,-103.8606
2926450.5103301983,-697621.6161155693,-103.124
2926450.5103301983,-697007.7219009396,-102.3874
2926450.5103301983,-696393.8979339596,-101.65079999999999
2926450.5103301983,-695780.0739669796,-100.9142
2926450.5103301983,-695166.2499999998,-100.17760000000001
2926450.5103301983,-694552.4260330198,-99.441
2926450.5103301983,-693938.6020660398,-98.7044
2926450.5103301983,-693324.7780990598,-97.9678
2926450.5103301983,-692710.8838844299,-97.9678
2926450.5103301983,-692097.0599174491,-97.2312
2926450.5103301983,-691483.2359504692,-96.49459999999999
2926450.5103301983,-690869.4119834893,-95.758
2926450.5103301983,-690255.5880165092,-95.0214
2926450.5103301983,-689641.7640495293,-94.2848
2926450.5103301983,-689027.9400825496,-93.54820000000001
2926450.5103301983,-688414.1161155696,-93.54820000000001
2926450.5103301983,-687800.2219009397,-92.8116
2926450.5103301983,-687186.3979339597,-92.075
2926450.5103301983,-686572.5739669797,-90.6018
2926450.5103301983,-685958.7499999998,-89.8652
2926450.5103301983,-685344.9260330199,-89.12859999999999
2926450.5103301983,-684731.1020660399,-88.392
2926450.5103301983,-684117.27809906,-86.9188
2926450.5103301983,-683503.3838844292,-86.18220000000001
2926450.5103301983,-682889.5599174493,-84.709
2926450.5103301983,-682275.7359504693,-83.2358
2926450.5103301983,-681661.9119834895,-81.7626
2926450.5103301983,-681048.0880165095,-80.2894
2926450.5103301983,-680434.2640495296,-78.0796
2926450.5103301983,-679820.4400825496,-75.1332
2926450.5103301983,-679206.6161155697,-72.18679999999999
2926450.5103301983,-678592.7219009398,-68.5038
2926450.5103301983,-677978.8979339598,-64.8208
