X,Y,Z
4422650.97488403,-835086.861222009,10170
4422650.97488403,-834373.427540462,10281
4422650.97488403,-833659.993858915,10388
4422650.97488403,-832946.560177368,10481
4422650.97488403,-832233.126495821,10559
4422650.97488403,-831519.611167022,10613
4422650.97488403,-830806.177485475,10653
4422650.97488403,-830092.743803928,10706
4422650.97488403,-829379.310122381,10760
4422650.97488403,-828665.876440834,10805
4422650.97488403,-827952.442759287,10861
4422650.97488403,-827239.00907774,10934
4422650.97488403,-826525.493748942,11013
4422650.97488403,-825812.060067395,11102
4422650.97488403,-825098.626385848,11183
4422650.97488403,-824385.192704301,11203
4422650.97488403,-823671.759022754,11187
4422650.97488403,-822958.325341207,11220
4422650.97488403,-822244.89165966,11316
4422650.97488403,-821531.457978113,11456
4422650.97488403,-820817.942649314,11582
4422650.97488403,-820104.508967767,11659
4422650.97488403,-819391.07528622,11722
4422650.97488403,-818677.641604673,11778
4422650.97488403,-817964.207923126,11816
4422650.97488403,-817250.774241579,11836
4422650.97488403,-816537.340560032,11844
4422650.97488403,-815823.825231234,11848
4422650.97488403,-815110.391549687,11851
4422650.97488403,-814396.95786814,11853
4422650.97488403,-813683.524186593,11854
4422650.97488403,-812970.090505045,11856
4422650.97488403,-812256.656823498,11857
4422650.97488403,-811543.223141951,11859
4422650.97488403,-810829.789460404,11860
4422650.97488403,-810116.274131606,11861
4422650.97488403,-809402.840450059,11862
4422650.97488403,-808689.406768512,11863
4422650.97488403,-807975.973086965,11864
4422650.97488403,-807262.539405418,11865
4422650.97488403,-806549.105723871,11866
4422650.97488403,-805835.672042324,11867
4422650.97488403,-805122.156713526,11867
4422650.97488403,-804408.723031978,11868
4422650.97488403,-803695.289350431,11869
4422650.97488403,-802981.855668884,11870
4422650.97488403,-802268.421987337,11871
4422650.97488403,-801554.98830579,11872
4422650.97488403,-800841.554624243,11873
4422650.97488403,-800128.120942696,11873
4422650.97488403,-799414.605613898,11874
4422650.97488403,-798701.171932351,11875
4422650.97488403,-797987.738250804,11877
4422650.97488403,-797274.304569257,11878
4422650.97488403,-796560.87088771,11879
4422650.97488403,-795847.437206163,11880
4422650.97488403,-795134.003524616,11882
4422650.97488403,-794420.488195817,11883
4422650.97488403,-793707.05451427,11885
4422650.97488403,-792993.620832723,11887
4422650.97488403,-792280.187151176,11889
4422650.97488403,-791566.753469629,11891
4422650.97488403,-790853.319788082,11894
4422650.97488403,-790139.886106535,11898
4422650.97488403,-789426.452424988,11902
4422650.97488403,-788712.93709619,11907
4422650.97488403,-787999.503414643,11912
4422650.97488403,-787286.069733096,11917
4422650.97488403,-786572.636051549,11922
4422650.97488403,-785859.202370002,11924
4422650.97488403,-785145.768688455,11927
4422650.97488403,-784432.335006908,11930
4422650.97488403,-783718.819678109,11934
4422650.97488403,-783005.385996562,11937
4422650.97488403,-782291.952315015,11941
4422650.97488403,-781578.518633468,11945
4422650.97488403,-780865.084951921,11949
4422650.97488403,-780151.651270374,11955
4422650.97488403,-779438.217588827,11961
4422650.97488403,-778724.78390728,11967
4422650.97488403,-778011.268578482,11972
4422650.97488403,-777297.834896935,11976
4422650.97488403,-776584.401215388,11978
4422650.97488403,-775870.967533841,11982
4422650.97488403,-775157.533852294,11994
4421723.11004639,-845177.257516903,9694
4421723.11004639,-844463.737588079,9734
4421723.11004639,-843750.217659255,9779
4421723.11004639,-843036.697730432,9810
4421723.11004639,-842323.096144486,9827
4421723.11004639,-841609.576215662,9850
4421723.11004639,-840896.056286839,9881
4421723.11004639,-840182.536358015,9912
4421723.11004639,-839469.016429191,9953
4421723.11004639,-838755.496500368,9994
4421723.11004639,-838041.976571544,10040
4421723.11004639,-837328.374985599,10088
4421723.11004639,-836614.855056775,10120
4421723.11004639,-835901.335127951,10149
4421723.11004639,-835187.815199127,10202
4421723.11004639,-834474.295270304,10284
4421723.11004639,-833760.77534148,10374
4421723.11004639,-833047.255412656,10466
4421723.11004639,-832333.735483833,10554
4421723.11004639,-831620.133897887,10617
4421723.11004639,-830906.613969064,10662
4421723.11004639,-830193.09404024,10718
4421723.11004639,-829479.574111416,10786
4421723.11004639,-828766.054182592,10850
4421723.11004639,-828052.534253769,10918
4421723.11004639,-827339.014324945,10987
4421723.11004639,-826625.412739,11038
4421723.11004639,-825911.892810176,11098
4421723.11004639,-825198.372881352,11190
4421723.11004639,-824484.852952529,11269
4421723.11004639,-823771.333023705,11304
4421723.11004639,-823057.813094881,11338
4421723.11004639,-822344.293166057,11419
4421723.11004639,-821630.773237234,11520
4421723.11004639,-820917.171651288,11607
4421723.11004639,-820203.651722465,11687
4421723.11004639,-819490.131793641,11752
4421723.11004639,-818776.611864817,11798
4421723.11004639,-818063.091935994,11823
4421723.11004639,-817349.57200717,11837
4421723.11004639,-816636.052078346,11843
4421723.11004639,-815922.450492401,11847
4421723.11004639,-815208.930563577,11850
4421723.11004639,-814495.410634753,11852
4421723.11004639,-813781.89070593,11854
4421723.11004639,-813068.370777106,11855
4421723.11004639,-812354.850848282,11857
4421723.11004639,-811641.330919459,11858
4421723.11004639,-810927.810990635,11859
4421723.11004639,-810214.209404689,11860
4421723.11004639,-809500.689475866,11861
4421723.11004639,-808787.169547042,11862
4421723.11004639,-808073.649618218,11863
4421723.11004639,-807360.129689395,11864
4421723.11004639,-806646.609760571,11865
4421723.11004639,-805933.089831747,11866
4421723.11004639,-805219.488245802,11866
4421723.11004639,-804505.968316978,11867
4421723.11004639,-803792.448388154,11868
4421723.11004639,-803078.928459331,11869
4421723.11004639,-802365.408530507,11870
4421723.11004639,-801651.888601683,11871
4421723.11004639,-800938.36867286,11872
4421723.11004639,-800224.848744036,11873
4421723.11004639,-799511.24715809,11874
4421723.11004639,-798797.727229267,11875
4421723.11004639,-798084.207300443,11876
4421723.11004639,-797370.687371619,11877
4421723.11004639,-796657.167442796,11878
4421723.11004639,-795943.647513972,11879
4421723.11004639,-795230.127585148,11881
4421723.11004639,-794516.525999203,11882
4421723.11004639,-793803.006070379,11884
4421723.11004639,-793089.486141555,11885
4421723.11004639,-792375.966212732,11887
4421723.11004639,-791662.446283908,11889
4421723.11004639,-790948.926355084,11892
4421723.11004639,-790235.406426261,11895
4421723.11004639,-789521.886497437,11898
4421723.11004639,-788808.284911492,11901
4421723.11004639,-788094.764982668,11903
4421723.11004639,-787381.245053844,11908
4421723.11004639,-786667.72512502,11915
4421723.11004639,-785954.205196197,11921
4421723.11004639,-785240.685267373,11926
4421723.11004639,-784527.165338549,11930
4421723.11004639,-783813.563752604,11934
4421723.11004639,-783100.04382378,11937
4421723.11004639,-782386.523894957,11942
4421723.11004639,-781673.003966133,11946
4421723.11004639,-780959.484037309,11951
4421723.11004639,-780245.964108485,11956
4421723.11004639,-779532.444179662,11962
4421723.11004639,-778818.924250838,11968
4421723.11004639,-778105.322664893,11973
4421723.11004639,-777391.802736069,11977
4421723.11004639,-776678.282807245,11979
4421723.11004639,-775964.762878422,11984
4420795.66986084,-845279.354345588,9704
4420795.66986084,-844565.74822405,9740
4420795.66986084,-843852.142102512,9771
4420795.66986084,-843138.535980974,9801
4420795.66986084,-842424.84819245,9830
4420795.66986084,-841711.242070912,9868
4420795.66986084,-840997.635949374,9914
4420795.66986084,-840284.029827836,9956
4420795.66986084,-839570.423706298,9992
4420795.66986084,-838856.81758476,10039
4420795.66986084,-838143.211463221,10100
4420795.66986084,-837429.523674698,10152
4420795.66986084,-836715.91755316,10191
4420795.66986084,-836002.311431622,10226
4420795.66986084,-835288.705310083,10264
4420795.66986084,-834575.099188545,10318
4420795.66986084,-833861.493067007,10389
4420795.66986084,-833147.886945469,10463
4420795.66986084,-832434.280823931,10525
4420795.66986084,-831720.593035407,10577
4420795.66986084,-831006.986913869,10614
4420795.66986084,-830293.380792331,10653
4420795.66986084,-829579.774670793,10724
4420795.66986084,-828866.168549255,10815
4420795.66986084,-828152.562427717,10911
4420795.66986084,-827438.956306179,10994
4420795.66986084,-826725.268517655,11041
4420795.66986084,-826011.662396117,11072
4420795.66986084,-825298.056274579,11122
4420795.66986084,-824584.450153041,11183
4420795.66986084,-823870.844031503,11245
4420795.66986084,-823157.237909965,11325
4420795.66986084,-822443.631788427,11432
4420795.66986084,-821730.025666889,11541
4420795.66986084,-821016.337878365,11636
4420795.66986084,-820302.731756827,11721
